zip_code,lat,lon,display_name
89101,,,
89104,,,
89030,,,
89106,,,
89102,,,
89121,,,
89119,,,
89169,,,
89115,,,
89122,,,
89110,,,
89109,,,
89118,,,
89103,,,
89156,,,
89120,,,
89032,,,
89011,,,
89123,,,
89015,,,
89029,,,
89074,,,
89142,,,
89107,,,
89108,,,
89128,,,
89146,,,
89014,,,
89117,,,
89135,,,
89052,,,
89149,,,
89027,,,
89081,,,
89147,,,
89130,,,
89129,,,
89002,,,
89005,,,
89060,,,
89183,,,
89113,,,
89048,,,
89178,,,
89061,,,
89144,,,
89019,,,
89031,,,
89165,,,
89012,,,
89148,,,
89086,,,
89084,,,
89040,,,
89134,,,
89131,,,
89139,,,
89191,,,
89199,,,
89431,,,
89179,,,
89116,,,
89166,,,
89161,,,
89145,,,
89124,,,
89021,,,
89018,,,
89445,,,
